,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
191,Adrita Bera,Top notch product at very reasonable price,Black,11-Apr-22,Only 1 word TOP NOTCHThe brand name itself says it all. The earphones are perfect,5,1 word notchthe brand says all earphones perfect,notch product reasonable price,81,15,2,4.466666666666667,7.5,42,7,1,5.142857142857143,7.0,True,positive
192,Md Nazrul Hasan,It's design is very good.,Iguana,26-Jun-21,I was sceptical to buy this product because i didn't have the experience of boat product.But this earphone seems very good in terms sound quality and the colour as well design looks good. Size of the speaker is good.One observation i have the mark of left and right should be in different colour.,5,sceptical buy product didnt experience boat productbut earphone good terms sound quality colour design looks good size speaker goodone observation mark left right different colour,its design good,296,53,2,4.60377358490566,26.5,25,5,1,4.2,5.0,True,positive
193,sachin raj,Just wow,Spirit Lime,30-Aug-21,I've never seen such amazing quality earphone. Hope boat will provide same harf in ear in Bluetooth neck band version. I bought it in just Rs.349 and thanks amazon that delivered in just 2 days.,5,ive seen amazing quality earphone hope boat provide harf ear bluetooth neck band version bought rs349 thanks amazon delivered 2 days,wow,194,35,3,4.571428571428571,11.666666666666666,8,2,1,3.5,2.0,True,positive
194,Jagdeshwari K. Naidu,Amazing,Iguana,17-Sep-21,"Sound quality is nice, lookwise beautiful Doesn't give pain if wore this earphones for long time.",5,sound quality nice lookwise beautiful doesnt pain wore earphones long time,amazing,97,16,1,5.125,16.0,7,1,1,7.0,1.0,True,positive
195,Siddharth Garg,"okay sound, bad microphone",Spirit Lime,16-Feb-22,"if you're buying this for meetings calling, then don't, the microphone is unreliable, voice breaks a lotif you're buying this for music, then don't, the bass level in this is super highi am now keeping this as just a backup headset",3,youre buying meetings calling dont microphone unreliable voice breaks lotif youre buying music dont bass level super highi keeping backup headset,okay sound bad microphone,231,41,1,4.658536585365853,41.0,26,4,1,5.75,4.0,True,neutral
196,Muzamil Shafeek,Worthy product,White,07-Feb-22,A good sturdy product. Quality of sound is very good.. worthy product in this price,5,good sturdy product quality sound good worthy product price,worthy product,83,15,2,4.6,7.5,14,2,1,6.5,2.0,True,positive
197,Arjun Chandran,Good average headphones,Spirit Lime,12-Mar-22,"Good average headphones. Good build, average sound quality. Overall highly recommend this if you want a basic headphone which lasts longer.",4,good average headphones good build average sound quality overall highly recommend want basic headphone lasts longer,good average headphones,139,21,3,5.666666666666667,7.0,23,3,1,7.0,3.0,True,positive
198,Amazon Customer,defective product,White,05-Nov-21,the product was defective. raised replacement request on same day the headphone was recieved . No action taken by seller. Now its showing Return window closed corresponding to order.,1,product defective raised replacement request day headphone recieved  action taken seller showing return window closed corresponding order,defective product,182,29,4,5.310344827586207,7.25,17,2,1,8.0,2.0,False,negative
199,Rakesh Patil,"Not recommended , go for another earphone company",Black,22-Jun-21,"Worst quality boat as always , wire is very cheat quality and sound is also not good , thumbs down",2,worst quality boat  wire cheat quality sound good  thumbs,recommended  earphone company,98,20,1,3.95,20.0,49,8,1,5.25,8.0,True,negative
200,Krishna Shriram Dhanasekaran,"Received a duplicate product, not an original",White,07-May-22,"Got it for my mom, after I went back to home, noticed it didn't have any warranty card, boat catalogue book and the headphone was simply packed in the box. Sound quality was not good. Echoing sound. Need for a replacement. Or warranty claim.",1,got mom went home noticed didnt warranty card boat catalogue book headphone simply packed box sound quality good echoing sound need replacement warranty claim,received duplicate product original,241,44,5,4.5,8.8,45,7,1,5.571428571428571,7.0,True,negative
201,Ruchita Chakraborty,It is good,White,22-Apr-22,It is a good product. I use it with my mi phone. It is convinient since the wires dont entangle like the other earphones. I m happy with my purchase.,5,good product use mi phone convinient wires dont entangle like earphones m happy purchase,good,149,30,4,4.0,7.5,10,3,1,2.6666666666666665,3.0,True,positive
202,zarna,Not worth buying it. Poor quality cable which destroys the actual view,Iguana,29-Jan-22,Very cheap quality headphone cable. The outer layer came out within 3 months of purchase. Sound is good but makes no sense once your cable starts getting apart. Not at all worth to buy,1,cheap quality headphone cable outer layer came 3 months purchase sound good makes sense cable starts getting apart worth buy,worth buying it poor quality cable destroys actual view,184,34,4,4.4411764705882355,8.5,70,12,2,4.916666666666667,6.0,True,negative
203,Shaan Akhtar,Awesome earphone,Spirit Lime,22-Jan-22,The media could not be loaded. 1. Sound quality superbb2. Lenght of wire is good3. Color is perfect as shown4. Seems reliable,5,media loaded 1 sound quality superbb2 lenght wire good3 color perfect shown4 reliable,awesome earphone,125,22,6,4.7272727272727275,3.6666666666666665,16,2,1,7.5,2.0,True,positive
204,minakshi singh,Poor quality,White,31-Dec-21,"Its not even one month have paased buying, and its one plug stopped working, wire is like a thin thread...very poor quality",1,month paased buying plug stopped working wire like thin threadvery poor quality,poor quality,123,22,1,4.636363636363637,22.0,12,2,1,5.5,2.0,True,negative
205,ashish,Descent Earphones,White,10-Feb-22,"I use this earphones for taking calls for work from home. Very comfortable for the taking long calls.The sound clarity is good. The mic quality is also good.To listen music, this is descent. It does the job.",5,use earphones taking calls work home comfortable taking long callsthe sound clarity good mic quality goodto listen music descent job,descent earphones,207,37,4,4.621621621621622,9.25,17,2,1,8.0,2.0,True,positive
206,Anjali Singh,No comments,Iguana,12-Sep-21,Hope this last atleast a year....over all product is great. Okay it's time to review my review so The earphone was good initially but unfortunately it's one side now doesn't work. It has one year warranty.,2,hope atleast yearover product great okay its time review review earphone good initially unfortunately its doesnt work year warranty,comments,205,36,3,4.722222222222222,12.0,11,2,1,5.0,2.0,True,negative
207,Satya Prakash,Poor quality,Black,25-Oct-21,"The left part stopped functioning in 1 week, the shape of bud is not optimal. Ears pain a lot after long usage.",1,left stopped functioning 1 week shape bud optimal ears pain lot long usage,poor quality,111,22,2,4.090909090909091,11.0,12,2,1,5.5,2.0,True,negative
208,Amazon Customer,Waste of money,Blue,27-Oct-21,"Waste of money. It makes the device behave weird. For instance, when connected to my cell phone. It's drops the music volume to nil automatically. When used for calls the mic works inconsistently.",1,waste money makes device behave weird instance connected cell phone its drops music volume nil automatically calls mic works inconsistently,waste money,196,33,5,4.96969696969697,6.6,14,3,1,4.0,3.0,False,negative
209,Rishabh Vishwakarma,best buy.,Spirit Lime,17-Jan-22,I really liked the colour lime green coz I wanted to try something different. Sound quality and bass is really cool and the ear piece dont fall off out of ears easily. Wire quality is really good and it can get better. Overall its a good product.,5,liked colour lime green coz wanted try different sound quality bass cool ear piece dont fall ears easily wire quality good better overall good product,best buy,246,47,4,4.25531914893617,11.75,9,2,1,4.0,2.0,True,positive
210,Mukul Varshney,Value buy..,Black,12-Aug-21,Value for money... Not at all cheap.. but boat is a nice brand to do justice with the money spent.,4,value money cheap boat nice brand justice money spent,value buy,98,20,1,3.95,20.0,11,2,1,5.0,2.0,True,positive
211,Sagar Dewan,Recommendable,Blue,10-Jul-21,This blue color looks cool and smart. Sound quality is good. Volume could have been a bit louder. Super comfortable to wear. I am satisfied with the product overall. Absolutely worth its price Go for it,4,blue color looks cool smart sound quality good volume bit louder super comfortable wear satisfied product overall absolutely worth price,recommendable,202,36,6,4.638888888888889,6.0,13,1,1,13.0,1.0,True,positive
212,Amazon Customer,"Don't buy it, stopped working in days",Blue,10-Nov-21,"Firstly, the sound quality was below average and after 3 4 days of nominal usage, the earphones stopped working. There is no physical damage or any thing, it just stopped working at one side It was a trail but I am never trusting Boat headphones.",1,firstly sound quality average 3 4 days nominal usage earphones stopped working physical damage thing stopped working trail trusting boat headphones,dont buy it stopped working days,246,45,2,4.488888888888889,22.5,37,7,1,4.428571428571429,7.0,False,negative
213,swati tyagi,Nice product,White,10-Feb-22,The wire is beaded one with black patches. I was not expecting the white beaded wire but it looks fine.,5,wire beaded black patches expecting white beaded wire looks fine,nice product,103,20,2,4.2,10.0,12,2,1,5.5,2.0,True,positive
214,Ekta Agrawal,Worst product ever,Iguana,06-Jun-22,I bought this around 8 months ago and now one ear doesnot work. It will cause pain in ears for using like 3 4 hrs. Sound quality is good. It says one year warranty but there is no response from customer care. Buy at your own risk,3,bought 8 months ago ear doesnot work cause pain ears like 3 4 hrs sound quality good says year warranty response customer care buy risk,worst product,229,47,5,3.893617021276596,9.4,18,3,1,5.333333333333333,3.0,True,neutral
215,arunkrish,Decent jabs,Spirit Lime,10-Sep-21,"It's a very decent ear phone for those who hate in ear plugs .. sound, call quality and everything is awesome for this price.",5,its decent ear phone hate ear plugs  sound quality awesome price,decent jabs,125,24,1,4.25,24.0,11,2,1,5.0,2.0,True,positive
